name,country_code,latitude,longitude,population
Izumi,JP,34.48333,135.43333,184615
Izumi,JP,32.08333,130.36667,51994
Iwatsuki,JP,35.96474,139.69644,108833
Iwata,JP,34.7,137.85,166672
Iwakuni,JP,34.16297,132.22,129125
Iwade,JP,34.25,135.31667,53967
Itoman,JP,26.12647,127.66918,61007
Itō,JP,34.96667,139.08333,68773
Itami,JP,34.78427,135.40126,198138
Itabashi,JP,35.74893,139.71497,584483
Isesaki,JP,36.31667,139.2,211850
Isehara,JP,35.39932,139.31019,103401
Ise,JP,34.48333,136.7,123533
Isahaya,JP,32.84111,130.04306,135546
Inuyama,JP,35.37995,136.94295,73995
Inazawa,JP,35.25,136.78333,134751
Ina,JP,35.82756,137.95378,68177
Imarichō-kō,JP,33.27362,129.87877,57940
Imaichi,JP,36.71667,139.68333,64323
Ikoma,JP,34.68333,135.7,120741
Ikeda,JP,34.82208,135.4298,104993
Iizuka,JP,33.63654,130.68678,126364
Iida,JP,35.51965,137.82074,101536
Ichinomiya,JP,35.3,136.8,380073
Ibaraki,JP,34.81641,135.56828,287730
Honjō,JP,36.2378,139.19023,78569
Hōfu,JP,34.05,131.56667,116925
Hita,JP,33.3213,130.94098,64874
Hiratsuka,JP,35.32785,139.33735,258422
Hirakata,JP,34.81352,135.64914,406331
Hino,JP,35.67306,139.40028,190435
Himimachi,JP,36.85609,136.9885,54510
Himeji,JP,34.81667,134.7,530495
Hikone,JP,35.25,136.25,113647
Higashiosaka,JP,34.66667,135.58333,493940
Hekinan,JP,34.88333,136.98333,72458
Hatsukaichi,JP,34.35,132.33333,114173
Hatogaya-honchō,JP,35.83314,139.7425,53062
Hashimoto,JP,34.31667,135.61667,61063
Hanyū,JP,36.16667,139.53333,58686
Hannō,JP,35.85194,139.31806,80361
Handa,JP,34.88333,136.93333,117884
Hamamatsu,JP,34.7,137.73333,791707
Hamakita,JP,34.8,137.78333,86502
Hamada,JP,34.88333,132.08333,57142
Hadano,JP,35.37111,139.22361,163787
Hachiōji,JP,35.65583,139.32389,579355
Ōmihachiman,JP,35.12861,136.0976,82233
Gyōda,JP,36.14074,139.46011,86343
Gushikawa,JP,26.35937,127.86735,65251
Gotemba,JP,35.31859,138.94343,86614
Gion,JP,34.43333,132.46667,68713
Ginowan,JP,26.26265,127.76147,100125
Gifu,JP,35.42291,136.76039,402557
Gamagōri,JP,34.83333,137.23333,80063
Futtsu,JP,35.3108,139.81877,51650
Honchō,JP,35.70129,139.98648,644668
Fukuyama,JP,34.48333,133.36667,468812
Fukuroi,JP,34.75,137.91667,88395
Fukui-shi,JP,36.06443,136.22257,262328
Fukuchiyama,JP,35.3,135.11667,77306
Fukayachō,JP,36.2,139.28333,141268
Fujisawa,JP,35.34926,139.47666,439728
Fujioka,JP,36.24624,139.07204,64539
Fujinomiya,JP,35.21667,138.61667,132507
Fujieda,JP,34.86667,138.26667,145032
Fuji,JP,35.16667,138.68333,245392
Fuchūchō,JP,34.5735,133.23513,50746
Daitō,JP,34.71378,135.62033,119367
Chōfu,JP,35.65924,139.54837,242614
Chiryū,JP,35.0,137.03333,72193
Chino,JP,35.9944,138.15428,56400
Chikushino-shi,JP,33.49631,130.5156,103311
Chigasaki,JP,35.33638,139.40434,242798
Chichibu,JP,35.99028,139.07639,61159
Beppu,JP,33.27945,131.49751,122643
Ashiya,JP,34.72807,135.30264,93922
Ashikaga,JP,36.33333,139.45,144746
Asakusa,JP,35.71691,139.79575,62092
Annaka,JP,36.33011,138.89585,57013
Anjō,JP,34.95828,137.08054,188693
Anan,JP,33.91667,134.65,70285
Amagasaki,JP,34.71667,135.41667,459593
Kariya,JP,34.75136,134.38734,52015
Aihara,JP,35.6,139.31667,725493
Ageo,JP,35.97145,139.61382,226940
Okinawa,JP,26.33583,127.80139,142752
Hikari,JP,33.955,131.95,51040
Hasuda,JP,35.97113,139.6491,61540
Kamifukuoka,JP,35.87266,139.51369,52323
Sayama,JP,35.85295,139.41212,160843
Fussa,JP,35.73667,139.32361,56786
Asaka,JP,35.80472,139.60194,141083
Wako,JP,35.78944,139.62333,83989
Shimotoda,JP,35.815,139.6853,140899
Kimitsu,JP,35.35043,139.87029,83058
Miura,JP,35.14,139.61917,51483
Wakayama,JP,34.23333,135.16667,356729
Uwajima,JP,33.22375,132.56001,70809
Saijō,JP,33.91667,133.18333,104791
Matsuyama,JP,33.83916,132.76574,511192
Imabari,JP,34.07001,133.00023,170986
Yotsukaidō,JP,35.65,140.16667,95266
Yonezawa,JP,37.91,140.11667,94486
Yokote,JP,39.31691,140.55034,85555
Yamagata,JP,38.23333,140.36667,248772
Yachimata,JP,35.65,140.31667,68769
Ushiku,JP,35.96667,140.13333,84651
Tsukuba,JP,36.08333,140.11667,241656
Toride,JP,35.9,140.08333,104524
Tomiya,JP,38.39306,140.88611,52433
Tōgane,JP,35.55,140.36667,66332
Tendō,JP,38.35361,140.36972,65393
Tagajō-shi,JP,38.3,141.0,62827
Sukagawa,JP,37.28333,140.38333,74992
Shiroi,JP,35.8,140.06667,62441
Shiogama,JP,38.31667,141.03333,52662
Sakura,JP,35.71667,140.23333,173740
Ryūgasaki,JP,35.9,140.18333,85761
Ōtawara,JP,36.86667,140.03333,72087
Ōami,JP,35.51667,140.31667,53239
Nihommatsu,JP,37.58333,140.43333,53557
Natori-shi,JP,38.16667,140.88333,78718
Narita,JP,35.78333,140.31667,132906
Naka,JP,36.05,140.16667,53137
Moriya,JP,35.93333,140.0,68777
Morioka,JP,39.7,141.15,290700
Mooka,JP,36.43333,140.01667,78720
Mobara,JP,35.42583,140.29608,88330
Mizusawa,JP,39.13333,141.13333,61281
Miyako,JP,39.64691,141.94057,51150
Mito,JP,36.35,140.45,270685
Kuroiso,JP,36.96667,140.05,61230
Kōriyama,JP,37.4,140.38333,327692
Kitakami,JP,39.28333,141.11667,93045
Kesennuma,JP,38.90112,141.57746,61147
Katsuta,JP,36.38333,140.53333,155968
Katori-shi,JP,35.89767,140.49943,74469
Kasama,JP,36.38333,140.26667,73664
Iwaki,JP,37.05,140.88333,357309
Ishioka,JP,36.18333,140.26667,73061
Ishinomaki,JP,38.41667,141.3,140151
Inada,JP,36.43333,140.51667,53502
Ichinoseki,JP,38.91667,141.13333,114476
Ichihara,JP,35.51667,140.08333,283531
Hitachi,JP,36.6,140.65,174508
Hanamaki,JP,39.38333,141.11667,94691
Furukawa,JP,38.57167,140.95556,76312
Fukushima,JP,37.75,140.46667,294237
Date,JP,37.81667,140.5,59625
Choshi,JP,35.73333,140.83333,58431
Chiba,JP,35.6,140.11667,979768
Asahi,JP,35.71667,140.65,64690
Akita,JP,39.71667,140.11667,307672
Abiko,JP,35.86667,140.01667,131771
Tomakomai,JP,42.63694,141.60333,174806
Mutsu,JP,41.28944,141.21694,56244
Otaru,JP,43.18944,141.00222,115333
Ōdate,JP,40.27178,140.55756,69237
Obihiro,JP,42.91722,143.20444,166536
Noshiro,JP,40.20838,140.0274,52283
Muroran,JP,42.31722,140.98806,96197
Kushiro,JP,42.975,144.37472,167875
Kitami,JP,43.80306,143.89083,119135
Iwamizawa,JP,43.20028,141.75972,85107
Ishikari,JP,43.23972,141.35389,58755
Kitahiroshima,JP,42.97583,141.56722,58918
Hirosaki,JP,40.59306,140.4725,168739
Hakodate,JP,41.77583,140.73667,275730
Hachinohe,JP,40.5,141.5,239046
Ebetsu,JP,43.10806,141.55056,133953
Chitose,JP,42.81944,141.65222,97950
Asahikawa,JP,43.77063,142.36489,333530
Aomori,JP,40.81667,140.73333,298394
Goshogawara,JP,40.80444,140.44139,53576
Neyagawa,JP,34.76615,135.62759,238549
Owariasahi,JP,35.208,137.03,83144
Hitachi-Naka,JP,36.39659,140.53479,156581
Chikusei,JP,36.316,139.98238,100753
Tsuchiura,JP,36.09047,140.21047,144399
Kamisu,JP,35.89685,140.66666,95454
Bandō,JP,36.06997,139.86705,57128
Azumino,JP,36.28815,137.88705,94222
Chikuma,JP,36.52715,138.08943,59381
Rittō,JP,35.02745,135.99971,70312
Kōka,JP,34.9802,136.15752,89619
Kashiba,JP,34.53472,135.70925,78113
Imizu,JP,36.76835,137.12572,90742
Ebina,JP,35.38121,139.39651,136516
Tama,JP,35.6436,139.46844,148285
Musashimurayama,JP,35.74242,139.42635,70829
Akishima,JP,35.72085,139.37999,113949
Higashiyamato,JP,35.76298,139.44575,83901
"Misato, Saitama",JP,35.84373,139.88347,142145
Niiza,JP,35.82088,139.55791,166017
Kaga,JP,36.3,136.33333,67793
Ōnojō,JP,33.53567,130.47861,102085
Kasuga,JP,33.52594,130.4611,111023
Aizu-Wakamatsu,JP,37.49142,139.94546,118159
Minami-Sōma,JP,37.62908,140.97868,59005
Urasoe,JP,26.25902,127.73012,115690
Uruma,JP,26.37609,127.85908,125303
Jōsō,JP,36.03553,139.96143,60834
Midori,JP,36.44492,139.28448,50266
Miyakojima,JP,24.79016,125.31109,54908
Fujimino,JP,35.90196,139.52489,113597
Hidaka,JP,35.91664,139.36233,55294
Higashi-Matsuyama,JP,36.03333,139.41667,91791
Iruma,JP,35.818,139.368,147166
Kitamoto,JP,36.03322,139.53775,66022
Tsurugashima,JP,35.95996,139.40283,70117
Kinokawa,JP,34.26973,135.41045,60592
Nasushiobara,JP,36.97682,140.06642,115794
Shimotsuke,JP,36.41323,139.86622,60274
Inzai,JP,35.83479,140.16361,105463
Yachiyo,JP,35.73531,140.12445,199498
Ōshū,JP,39.13927,141.1685,112937
Ōsaki,JP,38.58866,140.973,128763
Kurihara,JP,38.75,141.0,66565
Kosai,JP,34.70053,137.52253,59770
Susono,JP,35.17388,138.90691,51216
Daisen,JP,39.44116,140.48961,91143
Yurihonjō,JP,39.3895,140.05813,76077
Towada,JP,40.62049,141.21067,60697
Kitanagoya,JP,35.24702,136.87832,86385
Nisshin,JP,35.13676,137.05238,91795
Toyoake,JP,35.038,136.99931,69295
Chita,JP,35.00267,136.8642,84364
Aisai,JP,35.16349,136.73222,60829
Hashima,JP,35.329,136.68051,67909
Kani,JP,35.40435,137.05595,102143
Minokamo,JP,35.48199,137.02166,56972
Jōetsu,JP,37.14828,138.23642,189430
Minamiuonuma,JP,37.08259,138.87413,55354
Sado,JP,38.02496,138.35931,51492
Fujiidera,JP,34.5676,135.5974,63688
Habikino,JP,34.55276,135.59097,109479
Hannan,JP,34.33333,135.25,52350
Kawachi-Nagano,JP,34.44108,135.58283,101692
Sayama,JP,34.51685,135.56298,58435
Sennan,JP,34.34835,135.26842,60102
Shijōnawate,JP,34.73333,135.68333,55177
Higashimurayama,JP,35.75459,139.46852,151815
Kirishima,JP,31.74087,130.76288,123205
Arashiyama,JP,35.01481,135.67755,50000
Dazaifu,JP,33.51278,130.52389,73164
Amakusa,JP,32.45861,130.19306,83082
Kamigyō-ku,JP,35.02954,135.75666,83000
Katsushika,JP,35.73333,139.85,453093
Kita,JP,35.75264,139.73348,332140
Ōta,JP,35.56126,139.71605,748081
Toshima,JP,35.76126,139.74491,301599
Yotsuya,JP,35.68972,139.71641,74800
Nakano,JP,35.70449,139.66946,344880
Katanawa,JP,33.52111,130.42444,50112
Ōjima,JP,35.68917,139.83282,63254
Arakawa,JP,35.73825,139.78047,216900
Adachi,JP,35.76318,139.80761,695043
Edogawe,JP,35.69225,139.87308,697932
Eniwa,JP,42.89357,141.576,70331
Minami-Alps,JP,35.616,138.46344,71618
Kotō,JP,32.77856,130.74537,543730
Arao,JP,32.97888,130.44572,53675
Iga,JP,34.75797,136.13468,88895
Kuwana,JP,35.05192,136.66958,140051
Matsusaka,JP,34.57895,136.53706,159145
Takizawa,JP,39.8028,141.13466,55579
Yasu,JP,35.10053,136.01778,50695
Yame,JP,33.22792,130.64873,60608
Yamatokōriyama,JP,34.60658,135.77033,83285
Yamato,JP,35.47276,139.45101,242065
Takasago,JP,34.76298,134.79229,87722
Tachikawa,JP,35.7091,139.41891,183581
Sagamihara,JP,35.56707,139.24167,720780
Ogōri,JP,33.38738,130.54865,59360
Nagakute,JP,35.17325,137.05667,60162
Munakata,JP,33.7957,130.55895,97095
Mitoyo,JP,34.21052,133.6746,65713
Kunitachi,JP,35.6833,139.43848,77130
Kizugawa,JP,34.73668,135.83994,77907
Katano,JP,34.79329,135.68596,75033
Hyūga,JP,32.42272,131.64093,60037
Sakai,JP,36.1473,136.19408,92210
Higashihiroshima,JP,34.40861,132.73682,196608
Higashikurume,JP,35.75202,139.51169,117020
Hamura,JP,35.76232,139.31952,54622
Fuchū,JP,35.67452,139.48216,262790
Ayase,JP,35.43515,139.4256,83913
Aira,JP,31.77429,130.59208,76348
Ama,JP,35.18307,136.7997,86126
Kodaira,JP,35.72603,139.48508,198739
Kiyose,JP,35.77952,139.53014,76208
Jōyō,JP,34.84396,135.80561,74607
Tome,JP,38.70882,141.15578,77897
Kamagaya,JP,35.76971,140.00238,109932
Tatsuno,JP,34.83184,134.54338,74316
Kai,JP,35.68463,138.50979,75313
Warabi,JP,35.82188,139.68545,75614
Miyoshi,JP,35.08971,137.08998,61952
Itoshima,JP,33.54225,130.18421,98877
Akiruno,JP,35.72854,139.2318,81912
Shikokuchūō,JP,33.9754,133.54895,82754
Narashino,JP,35.68184,140.04152,176197
Sodegaura,JP,35.41368,140.02135,64901
Echizen,JP,35.88571,136.17073,83078
Shirakawa,JP,37.11954,140.26211,59491
Mizuho,JP,35.3943,136.66898,56388
Tanba,JP,35.16034,135.03914,62152
Tōkai,JP,35.02269,136.90887,113787
Kōshi,JP,32.89271,130.77567,61772
Uki,JP,32.62217,130.66177,59928
Kyōtanabe,JP,34.8045,135.76681,73753
Kyōtango,JP,35.60623,135.04429,50860
Konan,JP,34.99921,136.09674,54607
Inagi,JP,35.63295,139.49967,93151
Koganei,JP,35.70014,139.51109,126074
Komae,JP,35.63424,139.57546,84772
Sanyōonoda,JP,34.03246,131.16028,60326
Shūnan,JP,34.08053,131.82564,149632
Fuefuki,JP,35.63526,138.63853,69463
Fukutsu,JP,33.783,130.49114,67033
Asakura,JP,33.41439,130.71877,50273
Chiyoda,JP,35.68449,139.75056,66680
Setagaya,JP,35.64188,139.64715,940071
Shinjuku,JP,35.69115,139.70854,349385
Akihabara,JP,35.69848,139.77253,77200
Taito,JP,35.70749,139.7788,211444
Meguro,JP,35.6322,139.70174,288088
Bunkyo,JP,35.5331,139.4217,240069
Shibuya,JP,35.6589,139.70665,230609
Suginami,JP,36.2013,140.28406,588354
Ichikawa,JP,35.73413,139.9065,496676
Fuchū,JP,34.38793,132.51001,51155
Tamba,JP,35.17483,135.03101,61471
Minamiarupusu,JP,35.60855,138.46473,69459
Chūō,JP,35.67004,139.77544,169179
Minato City,JP,35.6581,139.7515,260486
Wanguru,KE,-0.68393,37.35701,51722
Wajir,KE,1.7471,40.05732,90116
Voi,KE,-3.39605,38.55609,53353
Ukunda,KE,-4.2929,39.56404,77686
Thika,KE,-1.03326,37.06933,251407
Ruiru,KE,-1.14665,36.96087,490120
Nyeri,KE,-0.42013,36.94759,80081
Ngong,KE,-1.3527,36.6699,102323
Narok,KE,-1.08083,35.87111,65430
Nanyuki,KE,0.00624,37.07398,72813
Nakuru,KE,-0.30719,36.07225,570674
Naivasha,KE,-0.71383,36.43261,198444
Migori,KE,-1.06343,34.47313,71668
Meru,KE,0.04626,37.65587,80191
Mbale,KE,0.08213,34.72139,60000
Mandera,KE,3.93726,41.85688,114718
Malindi,KE,-3.21799,40.11692,119859
Machakos,KE,-1.52233,37.26521,63767
Lodwar,KE,3.11988,35.59642,82970
Limuru,KE,-1.1136,36.64205,159314
Ongata Rongai,KE,-1.3953,36.764,172569
Kitale,KE,1.01572,35.00622,162174
Kisumu,KE,-0.10221,34.76171,397957
Kisii,KE,-0.68174,34.76666,112417
Kiserian,KE,-1.4275,36.6865,76903
Kimilili,KE,0.78775,34.71562,56050
Kilifi,KE,-3.63045,39.84992,74270
Kikuyu,KE,-1.24627,36.66291,323881
Kiambu,KE,-1.17139,36.83556,147870
Khwisero,KE,0.17124,34.59466,113294
Kericho,KE,-0.36774,35.28314,53804
Karuri,KE,-1.17641,36.7564,194342
Karuri,KE,-0.7,37.18333,194342
Kapenguria,KE,1.23889,35.11194,56000
Isiolo,KE,0.35462,37.58218,78650
Githunguri,KE,-1.05754,36.77625,63319
Gilgil,KE,-0.50397,36.31845,60711
Upper Gilgil,KE,-0.21209,36.27248,60711
Garissa,KE,-0.45275,39.64601,163399
Embu,KE,-0.53987,37.45743,64979
El Wak,KE,2.80922,40.92885,60732
Eldoret,KE,0.52036,35.26993,475716
Busia,KE,0.46005,34.11169,71886
Bungoma,KE,0.5635,34.56055,68031
Athi River,KE,-1.4563,36.97826,81302
Kitengela,KE,-1.47612,36.96144,154436
Juja,KE,-1.10148,37.0132,156041
Lang'ata,KE,-1.3666,36.73324,172569
Imara Daima Estate,KE,-1.32323,36.88021,52837
Mlolongo,KE,-1.39639,36.94028,136351
Mtwapa,KE,-3.93938,39.74877,90677
Githunguri,KE,-1.29996,36.99047,63319
Tokmok,KG,42.84194,75.30149,71443
Osh,KG,40.52828,72.7985,322164
Karakol,KG,42.48918,78.39355,84351
Jalal-Abad,KG,40.94498,72.99313,123239
Bishkek,KG,42.87,74.59,900000
Ta Khmau,KH,11.48333,104.95,52066
Takeo,KH,10.99081,104.78498,843931
Siem Reap,KH,13.36179,103.86056,139458
Pursat,KH,12.53878,103.9192,52476
Paoy Paet,KH,13.65805,102.56365,79000
Sihanoukville,KH,10.60932,103.52958,73036
Kampong Chhnang,KH,12.25,104.66667,75244
Kampong Cham,KH,11.99339,105.4635,61750
Battambang,KH,13.10271,103.19822,119251
Moroni,KM,-11.70216,43.25506,74749
Wŏnsan,KP,39.15278,127.44361,329207
Ŭnch’ŏn-ŭp,KP,38.56556,125.42722,95597
Ŭllyul,KP,38.51389,125.18972,107997
Tŏkch’ŏn,KP,39.75261,126.25798,237133
T’aet’an-ŭp,KP,38.08822,125.2983,64258
Sunch’ŏn,KP,39.43167,125.93278,437000
Songnim-ni,KP,38.76349,125.64096,152425
Sinwŏn-ŭp,KP,38.23532,125.76244,83161
Sinch’ŏn-ŭp,KP,38.35323,125.48423,141407
Sariwŏn-si,KP,38.50722,125.75583,310100
Samch’ŏn,KP,38.35944,125.32586,86042
P’yŏngsŏng,KP,39.24639,125.87194,100000
Pongch’ŏn-ŭp,KP,38.12389,126.20472,79740
Paech’ŏn-ŭp,KP,37.99306,126.30139,159825
Ongjin,KP,37.93472,125.36194,64247
Namp’o,KP,38.7375,125.40778,455000
Man’gyŏngdae-ri,KP,38.99182,125.65871,321690
Kwail-ŭp,KP,38.44611,125.01861,89895
Kangnyŏng,KP,37.9075,125.51,106827
Kaesŏng,KP,37.97083,126.55444,338155
Kaech’ŏn,KP,39.70056,125.89333,319554
Hŭngnam,KP,39.84198,127.63206,346082
Hamhŭng,KP,39.91833,127.53639,559056
Haeju,KP,38.04056,125.71472,222396
Ch’ŏngdan-ŭp,KP,37.97028,125.9375,142607
Chaeryŏng-ŭp,KP,38.39917,125.61556,53330
Chaeryŏng-ni,KP,38.73583,125.23083,125631
Anju,KP,39.61778,125.66472,50196
Paek'ak,KP,39.46275,125.60594,125924
Yuktae-dong,KP,40.02472,128.15972,76427
Ŭndŏk,KP,42.51878,130.33479,89244
Uiju,KP,40.19944,124.53167,50081
Sinŭiju,KP,40.10056,124.39806,288112
Ŏrang,KP,41.44778,129.65556,87757
Rajin,KP,42.25559,130.28308,66224
Hwasŏng,KP,41.25556,129.49278,99557
Myŏngch’ŏn,KP,41.07056,129.42917,65797
Manp’o,KP,41.15472,126.28944,116760
Kilju,KP,40.96417,129.32778,63652
Kanggye,KP,40.96946,126.58523,209530
Hyesan-dong,KP,41.3953,128.18727,97794
Hyesan,KP,41.40167,128.17778,192680
Hwadae,KP,40.83806,129.49694,67677
Hongwŏn,KP,40.02528,127.95583,70923
Chongjin,KP,41.79556,129.77583,327000
Changam-ch’on,KP,40.60611,128.78194,207299
Myŏnggan-dong,KP,41.13722,129.49472,99557
Yeongju,KR,36.82167,128.63083,84625
Eisen,KR,35.9675,128.93083,56006
Yecheon,KR,36.6574,128.45514,54873
Yangsan,KR,35.34199,129.03358,358074
Yangp'yŏng,KR,37.48972,127.49056,83367
Yangju,KR,37.83311,127.06169,179923
Wŏnju,KR,37.35139,127.94528,332849
Wanju,KR,35.84509,127.14752,84009
Uijeongbu-si,KR,37.7415,127.0474,479141
Boryeong,KR,36.34931,126.59772,94191
Suncheon,KR,34.9505,127.48784,276375
Seosan,KR,36.78167,126.45222,74208
Sokcho,KR,38.20701,128.59181,81164
Sangju,KR,36.41528,128.16056,101267
Pyeongtaek,KR,36.99472,127.08889,364694
Buyeo,KR,36.27472,126.90906,59823
Bucheon-si,KR,37.49889,126.78306,850731
Pohang,KR,36.02917,129.36481,492041
Osan,KR,37.15222,127.07056,238788
Asan,KR,36.78361,127.00417,97749
Okcheon,KR,36.3012,127.568,56634
Kosong,KR,38.37881,128.4676,62446
Nangen,KR,35.41,127.38583,81257
Mungyeong,KR,36.59458,128.19946,77304
Muan,KR,34.99014,126.47899,92009
Mokpo,KR,34.81282,126.39181,268402
Miryang,KR,35.49333,128.74889,53103
Masan,KR,35.12725,126.83149,434371
Gyeongsan-si,KR,35.82333,128.73778,266951
Gyeongju,KR,35.84278,129.21167,245365
Kwangyang,KR,34.97528,127.58917,89281
Gwangju,KR,37.41,127.25722,81780
Guri-si,KR,37.5986,127.1394,195236
Gunsan,KR,35.97861,126.71139,264656
Gunpo,KR,37.3675,126.94694,286485
Gumi,KR,36.1136,128.336,404691
Gongju,KR,36.45556,127.12472,72435
Kyosai,KR,34.85028,128.58861,72124
Koch'ang,KR,35.43333,126.7,72996
Kimhae,KR,35.23417,128.88111,531966
Gimcheon,KR,36.12176,128.11981,150000
Gapyeong,KR,37.83101,127.51059,55415
Gangneung,KR,37.75266,128.87239,180611
Iksan,KR,35.94389,126.95444,307000
Icheon-si,KR,37.27917,127.4425,196230
Hwasun,KR,35.06125,126.98746,59914
Hwaseong-si,KR,37.20682,126.8169,640890
Hongseong,KR,36.6009,126.665,89174
Hongch’ŏn,KR,37.6918,127.8857,75251
Chungju,KR,36.97666,127.9287,209483
Chuncheon,KR,37.87472,127.73417,286124
Jeonju,KR,35.82194,127.14889,638019
Cheongju-si,KR,36.63722,127.48972,853938
Cheonan,KR,36.8065,127.1522,658831
Chinju,KR,35.19278,128.08472,307242
Chinch'ŏn,KR,36.85667,127.44333,60964
Jeju City,KR,33.50972,126.52194,488844
Anyang-si,KR,37.3925,126.92694,595644
Anseong,KR,37.01083,127.27028,69255
Ansan-si,KR,37.32361,126.82194,623256
Andong,KR,36.56636,128.72275,153348
Sinhyeon,KR,34.8825,128.62667,82560
Yeosu,KR,34.76062,127.66215,268823
Gwangyang,KR,34.9414,127.69569,154266
Donghae City,KR,37.54389,129.10694,101128
Pubal,KR,37.29167,127.50778,63026
Seongnam-si,KR,37.43861,127.13778,914832
Hanam,KR,37.54,127.20556,254415
Hwado,KR,37.6525,127.3075,106358
Namyangju,KR,37.63667,127.21417,90798
Ungsang,KR,35.40611,129.16861,83360
Wabu,KR,37.58972,127.22028,96775
Naesŏ,KR,35.24972,128.52,80987
Hwawŏn,KR,35.80167,128.50083,64718
Gwangmyeong,KR,37.47722,126.86639,357545
Sinan,KR,34.8262,126.10863,53150
Uiwang,KR,37.36528,126.94778,63040
Seogwipo,KR,33.25333,126.56181,178552
Changnyeong,KR,35.54145,128.49506,74668
Sejong,KR,36.59245,127.29223,351007
Jeongeup,KR,35.60004,126.91699,139876
Yeongam,KR,34.80059,126.69669,51573
Ḩawallī,KW,29.33278,48.02861,164212
As Sālimīyah,KW,29.33389,48.07611,147649
Ar Rumaythīyah,KW,29.31167,48.07417,58135
Ar Riqqah,KW,29.14583,48.09472,52068
Kuwait City,KW,29.367,47.97429,60064
Al Faḩāḩīl,KW,29.0825,48.13028,68290
Al Farwānīyah,KW,29.2775,47.95861,86525
Al Aḩmadī,KW,29.07694,48.08389,637411
Şabāḩ as Sālim,KW,29.25722,48.05722,139163
Zhanaozen,KZ,43.34116,52.86192,103598
Oral,KZ,51.24601,51.42558,330000
Qulsary,KZ,46.95307,54.01978,51216
Karagandy,KZ,49.80187,73.10211,497777
Atyrau,KZ,47.1048,51.88427,290700
Aktobe,KZ,50.27969,57.20718,500757
Shevchenko,KZ,43.66105,51.17392,147443
Zhezqazghan,KZ,47.79411,67.70628,104357
Taraz,KZ,42.89799,71.37334,358153
Turkestan,KZ,43.29458,68.25685,227098
Temirtau,KZ,50.05197,72.95497,170600
Taldykorgan,KZ,45.01556,78.37389,116558
Semey,KZ,50.42064,80.25025,292780
Sarqant,KZ,45.41322,79.91713,76919
Rudnyy,KZ,52.97244,63.11055,124000
Kyzylorda,KZ,44.85278,65.50917,354800
Kostanay,KZ,53.21435,63.62463,210000
Petropavl,KZ,54.87343,69.15065,200920
Pavlodar,KZ,52.27601,76.96881,329002
Ust-Kamenogorsk,KZ,49.97143,82.60586,319067
Satpayev,KZ,47.90409,67.54112,69782
Baikonur,KZ,45.61667,63.31667,70000
Ridder,KZ,50.34524,83.51562,52664
Kokshetau,KZ,53.28414,69.39364,150649
Kentau,KZ,43.51672,68.50463,57408
Ekibastuz,KZ,51.72371,75.32287,121470
Balqash,KZ,46.84546,74.98213,81364
Astana,KZ,51.1801,71.44598,345604
Vientiane,LA,17.96667,102.6,196731
Savannakhet,LA,16.5703,104.7622,125760
Pakse,LA,15.12022,105.79898,88332
Thakhèk,LA,17.41027,104.83068,85000
Ban Napè,LA,18.3053,105.0718,63268
Zahlé,LB,33.84675,35.90203,78145
Tripoli,LB,34.43352,35.84415,229398
Tyre,LB,33.27333,35.19389,135204
Sidon,LB,33.55751,35.37148,163554
Jounieh,LB,33.98083,35.61778,96315
Habboûch,LB,33.40729,35.48169,98433
Nabatîyé et Tahta,LB,33.37889,35.48389,120000
Ghazieh,LB,33.5175,35.36889,50000
Aley,LB,33.80528,35.6,130000
Vavuniya,LK,8.7514,80.4971,60176
Valvedditturai,LK,9.81667,80.16667,78205
Trincomalee,LK,8.5778,81.2289,108420
Point Pedro,LK,9.81667,80.23333,89810
Pita Kotte,LK,6.8905,79.9015,118179
Negombo,LK,7.2083,79.8358,137223
Dehiwala-Mount Lavinia,LK,6.84019,79.87116,219827
Moratuwa,LK,6.773,79.8816,168280
Matara,LK,5.94851,80.53528,76254
Maharagama,LK,6.848,79.9265,195355
Sri Jayewardenepura Kotte,LK,6.88297,79.90708,115826
Kotikawatta,LK,6.9269,79.9095,64565
Kolonnawa,LK,6.9329,79.8848,64887
Katunayaka,LK,7.16992,79.88837,84643
Kandy,LK,7.2906,80.6336,111701
Kalmunai,LK,7.40902,81.83472,100171
Jaffna,LK,9.66845,80.00742,169102
Hendala,LK,6.9909,79.883,56978
Galle,LK,6.0461,80.2103,93118
Dambulla,LK,7.86,80.65167,66716
Colombo,LK,6.93548,79.84868,648034
Batticaloa,LK,7.7102,81.6924,86742
Battaramulla South,LK,6.8964,79.9181,75633
Anuradhapura,LK,8.31223,80.41306,60943
Ambalangoda,LK,6.2355,80.0538,56783
Kakata,LR,6.53104,-10.35368,52247
Gbarnga,LR,6.99543,-9.47122,86031
Ganta,LR,7.235,-8.98444,63523
Buchanan,LR,5.87693,-10.04964,75854
Maseru,LS,-29.31667,27.48333,359753
Maputsoe,LS,-28.8866,27.89915,61916
Vilnius,LT,54.68916,25.2798,542366
Šiauliai,LT,55.93333,23.31667,99462
Panevėžys,LT,55.73186,24.35983,85885
Klaipėda,LT,55.7068,21.13912,172292
Kaunas,LT,54.90272,23.90961,289380
Dainava (Kaunas),LT,54.91525,23.96831,70000
Luxembourg,LU,49.60982,6.13268,76684
Riga,LV,56.946,24.10589,742572
